ID_FINANCE,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX
CP3511,02/03/2019,CP,92,0,0,0,0,0,103,"0,95108258815343",4
CP3604,10/29/2018,CP,608,48,8,"0,379299165464126","0,139352038198292",0,637,"0,923369849067004",8
CP3634,10/28/2018,CP,1658,43,7,"0,599543572224738","0,317306143543593",0,1462,"0,915108985191251",9
CP3660,05/30/2018,CP,3252,15,1,"0,688070869340133","0,357499344813085",0,3214,"0,961557938602574",1
CP3750,10/12/2018,CP,2074,48,8,"0,611692412010365","0,075481016018737",1,2056,"0,842099370434819",12
CP3757,10/01/2018,CP,3247,32,2,"0,578494504248126","0,187209398076525",0,3017,"0,884276526063036",8
CP3787,12/29/2018,CP,2177,3,0,"0,618148109464469","0,187720836588796",0,2230,"0,87211614790214",1
CP3804,10/06/2018,CP,1903,25,2,"0,561719385821489","0,211312850384101",0,1820,"0,914520177645854",2
CP3817,05/31/2018,CP,2140,29,0,"0,56971399857008","0,194747246901863",0,2397,"0,894533402804562",4
CP3855,01/28/2019,CP,743,14,0,"0,628452533572586","0,097896432711198",1,743,"0,923733188342999",3
CP3869,10/19/2018,CP,2410,12,1,"0,588932440055206","0,195548265227472",0,2242,"0,887139892877998",2
CP3933,09/24/2018,CP,2205,62,6,"0,724748981144711","0,099534551332073",1,1975,"0,948557123437172",5
CP3944,10/27/2018,CP,661,11,5,"0,355465020513724","0,177926191856046",0,701,"0,8812055543849",4
CP3979,10/22/2018,CP,775,17,4,"0,604929077239757","0,176632059638516",0,795,"0,954057981617805",2
CP4030,10/28/2018,CP,742,30,3,"0,626506791517396","0,083889596982645",0,674,"0,915490680455316",3
CP4050,09/26/2018,CP,2691,31,0,"0,661971068970975","0,060268268217467",0,2709,"0,916277702950691",4
CP4061,10/09/2018,CP,1753,23,1,"0,583288351398032","0,153154154141491",0,1950,"0,894653681847336",4
CP4081,10/21/2018,CP,550,47,8,"0,381753492201918","0,143201831126023",0,566,"0,95705025370699",8
CP4192,10/28/2018,CP,389,31,6,"0,374384954286731","0,092782807497264",1,379,"0,918939598467458",3
CP4195,10/05/2018,CP,1773,24,2,"0,593701072416164","0,273709451509127",0,1964,"0,930779348754907",2
CP4214,10/06/2018,CP,654,16,0,"0,584036156844194","0,393782470960031",1,606,"0,942343891643009",1
CP4231,01/11/2019,CP,1662,2,3,"0,174120219831246",0,0,1578,"0,920062613836293",1
CP4259,10/15/2018,CP,2472,29,2,"0,881180706366773","0,182631220413263",1,2136,"0,920578186017831",2
CP4263,12/31/2018,CP,417,7,3,"0,448059323106474","0,14627130469449",1,375,"0,912851394754561",1
CP433,10/24/2018,CP,711,119,5,"0,686716995985854","0,085143643918738",1,753,"0,907822467951174",20
CP4339,10/03/2018,CP,2398,17,13,"0,493200640122538","0,30579977898868",0,2728,"0,930798969275737",3
CP4367,10/30/2018,CP,3783,13,2,"0,605704172579584","0,081674670625402",0,3704,"0,847219996594471",3
CP4382,10/23/2018,CP,622,17,2,"0,41536754240553","0,221604742288772",1,562,"0,94347716532727",1
CP4403,10/29/2018,CP,889,15,2,"0,345811063973314","0,217969767194625",0,867,"0,917199945563196",3
CP4420,10/14/2018,CP,2194,17,2,"0,599834995942777","0,06840003364595",0,2151,"0,878298851905958",4
CP4429,05/29/2018,CP,1300,6,2,"0,562020392803213","0,247081097687095",0,1280,"0,881913103881858",1
CP4431,10/07/2018,CP,471,35,5,"0,319171568034065","0,102166417587851",0,536,"0,950035834235156",8
CP4482,10/06/2018,CP,1741,16,0,"0,494243099615719","0,166544278955773",1,1772,"0,984512308185524",2
CP4501,11/27/2018,CP,81,14,0,"0,121646970287877","0,023214603617691",0,73,"0,907842580333785",11
CP451,10/05/2018,CP,1848,20,2,"0,695867795081909","0,228067513866304",1,1905,"0,887773263593115",2
CP4601,10/28/2018,CP,422,36,3,"0,525279814232746","0,29740640886662",1,401,"0,935821178943228",2
CP4701,10/28/2018,CP,749,101,1,"0,581899176569115","0,238126679556355",0,723,"0,927052912658799",19
CP4721,10/21/2018,CP,1369,37,7,"0,613441611324039","0,260674325260027",0,1449,"0,892785866100304",9
CP4759,09/22/2018,CP,577,58,9,"0,650381270148061","0,205126446928379",1,571,"1,00748091644269",4
CP4776,10/19/2018,CP,2118,37,5,"0,551257097060118","0,259418247415952",1,2167,"0,87980259253595",5
CP486,09/21/2018,CP,637,68,9,"0,617506610726834","0,221444477039989",1,594,"0,949220072834523",4
CP4959,11/16/2018,CP,2071,29,7,"0,820215669446029","0,208983932002502",0,2212,"0,961930614639071",2
CP4987,11/07/2018,CP,833,113,5,"0,652246413988827","0,099854962965454",1,724,"0,951386902266632",16
CP501,01/26/2019,CP,103,0,0,0,0,0,109,"0,899013275002127",4
CP629,10/25/2018,CP,1869,35,5,"0,538802428325869","0,208159416342768",0,2012,"0,919112934568354",6
CP682,11/05/2018,CP,1354,10,2,"0,226472333424799",0,0,1557,"0,898264076454527",6
CP75,11/09/2018,CP,1789,18,4,"0,227618680528548","0,104530207925008",0,1860,"0,923099111543285",7
CP803,11/03/2018,CP,2123,17,4,"0,589187570611865","0,396005446417108",0,1942,"0,927758541067958",3
CP82,10/05/2018,CP,3140,49,12,"0,575527082449765","0,202653657710943",1,3122,"0,914708187356783",4
CP827,10/20/2018,CP,807,33,3,"0,273706326591418","0,174885248611037",0,879,"0,846962970667475",17
CP858,10/05/2018,CP,651,15,0,"0,594328902611848","0,450933007724025",1,590,"0,990869651850266",1
CP883,12/17/2018,CP,555,2,0,"0,073966049528899","0,103701363894384",1,569,"0,93480550010553",1
CP908,10/13/2018,CP,1651,11,1,"0,596047920728198",0,0,1638,"0,881365086849687",2
CP917,10/09/2018,CP,1714,52,4,"0,544806919120019","0,477883613776834",0,1849,"0,958727171734192",7
CP923,09/28/2018,CP,1034,13,1,"0,434919426855753","0,145403149203508",1,1234,"0,878437307602785",4
CP935,09/29/2018,CP,2038,70,6,"0,751924222743929","0,104217106344137",1,2147,"0,955812400328156",6
CP953,10/13/2018,CP,2119,14,1,"0,572394701449976","0,223598082655749",0,2128,"0,894655522715549",2
CP954,10/01/2018,CP,416,23,0,"0,40319047551271","0,260314932459526",1,431,"0,977258725169048",2
FR10,10/14/2018,FR,1574,17,0,"0,915466659172367","0,210500046169049",0,1442,"0,920695384780674",1
FR100,10/28/2018,FR,1405,55,9,"0,603303041935861","0,29371491217028",0,1527,"0,941389757818312",6
FR1014,05/21/2018,FR,2796,13,9,"0,272604394723254","0,145765646329255",0,2583,"0,988074832355052",1
FR1019,10/26/2018,FR,831,13,2,"0,302252001958466","0,244966282618126",0,968,"0,907373730168527",6
FR1035,10/29/2018,FR,1765,7,1,"1,02036893878527","0,300626238195042",0,1476,"0,866548370615419",1
FR1051,09/14/2018,FR,2005,14,2,"0,696811735088446","0,105128626119517",0,1775,"0,835503611040122",3
FR1086,10/15/2018,FR,2252,3,3,"0,171080422848974","0,107673799766764",0,2110,"0,825008693147015",3
FR1097,11/27/2018,FR,1330,4,2,"0,802012456897983","0,175009389827211",0,1515,"0,858021092513908",1
FR1101,10/23/2018,FR,2185,14,5,"0,704406740396563","0,18631920202688",0,2225,"0,860964622413747",2
FR1105,10/01/2018,FR,1698,2,6,"0,280705151533522","0,170960215008742",0,1646,"0,903706365979107",1
FR1106,10/13/2018,FR,1672,17,0,"0,679554614865615","0,173732615412328",0,1821,"0,885378729554392",3
FR1113,11/11/2018,FR,1411,4,2,"0,80949747429607","0,21561659849783",0,1407,"0,866023191891874",1
FR1116,09/04/2018,FR,682,17,1,"0,572389891726802","0,224731280709939",0,600,"0,913522375082103",2
FR1118,10/03/2018,FR,934,26,2,"0,608929245582339","0,097257144190364",0,928,"0,923639495173592",5
FR1120,10/18/2018,FR,1205,6,1,"0,728616667708173","0,289636516018008",0,1081,"0,921100980203524",1
FR1123,10/11/2018,FR,1816,10,2,"0,664969019402385","0,17510199790299",0,1647,"0,886303847833397",2
FR1127,10/15/2018,FR,1132,15,5,"0,851419782242349","0,528012323986876",0,1231,"0,872905790394168",2
FR1141,11/03/2018,FR,1263,14,0,"0,731435184653784","0,225521737725774",0,1440,"0,942645352620441",2
FR1147,10/14/2018,FR,3068,24,11,"0,617148336557436","0,276974949112335",0,2746,"0,911710593144875",5
FR1156,10/20/2018,FR,727,40,3,"0,529150963410935","0,272146108275153",0,757,"0,910667134133241",8
FR1160,10/25/2018,FR,2266,8,1,"0,771002864764282","0,61501631855825",0,2533,"0,963984519173473",1
FR1177,11/02/2018,FR,800,91,8,"0,679273168369517","0,135962714141402",1,774,"0,887705243740831",13
FR118,10/29/2018,FR,1755,11,7,"0,498538526214611","0,308193827204917",0,1929,"0,937170505598606",2
FR1180,10/01/2018,FR,1785,20,2,"0,492775864072209","0,160702456938067",0,1628,"0,886214490218804",3
FR1209,09/29/2018,FR,1587,9,3,"0,583477758224768","0,057096338032853",0,1446,"0,857784973788229",4
FR1212,09/26/2018,FR,1430,41,1,"0,804804395778029","0,239243587765382",0,1229,"0,904149458433972",5
FR1213,10/04/2018,FR,1679,12,3,"0,58995907969681","0,192605934451703",0,1557,"0,875201449335232",2
FR1218,11/02/2018,FR,384,16,2,"0,390017259228407","0,176594018144346",1,364,"0,951215862925231",1
FR1222,10/06/2018,FR,1511,9,0,"0,390948325777112","0,161018506607401",0,1484,"0,885269248094968",3
FR1228,10/18/2018,FR,1246,11,1,"0,705885188712586","0,111642591865531",0,1108,"0,955801247618712",1
FR123,09/30/2018,FR,1955,11,6,"0,591349675768731","0,129253445223923",0,1801,"0,880673178825901",2
FR1230,11/05/2018,FR,1089,46,3,"0,705410470583693","0,130891904552575",0,1112,"0,945191214713298",8
FR1231,10/23/2018,FR,1077,23,4,"0,514404201446654","0,425392924398555",0,1199,"0,890214076264136",4
FR1238,12/21/2018,FR,820,13,1,"0,575241867682747","0,119537144809666",0,972,"0,903771425055673",2
FR1245,10/26/2018,FR,945,28,1,"0,588027972793587","0,31184514269768",0,892,"0,984931595424654",3
FR1248,10/06/2018,FR,1599,4,0,"1,01275296713946",0,0,1907,"0,777940630013963",1
FR1256,10/19/2018,FR,2157,3,4,"0,515401910525293",0,0,2236,"0,819667719198003",1
FR1269,10/14/2018,FR,1864,23,3,"0,500454212462367","0,324897309887234",0,2197,"0,931225592358568",5
FR1271,11/06/2018,FR,1728,10,5,"0,537970942429462","0,048766602582309",0,1719,"0,880808683301238",2
FR1272,10/27/2018,FR,386,29,1,"0,521743143538918","0,163097681489083",1,352,"0,973546681577464",2
FR1276,10/10/2018,FR,2601,75,5,"0,499659196629629","0,314496504759396",1,2359,"0,899247410195276",9
FR1278,10/19/2018,FR,1435,16,2,"0,304798966171719","0,344519099512814",0,1259,"0,930410034483604",4
FR1279,10/19/2018,FR,2897,18,1,"0,543206766300711","0,125278456059673",0,2608,"0,908434521519937",2
FR1287,12/22/2018,FR,555,6,3,"0,546423629428949","0,352082707376496",1,541,"0,898879786455745",1
FR1294,11/06/2018,FR,1722,21,5,"0,779452778050255","0,598527018737192",0,1689,"0,878297422259699",4
FR1307,11/19/2018,FR,1570,8,5,"0,294592918949222","0,159716240717694",0,1636,"0,911318921888752",3
FR1310,10/13/2018,FR,1675,48,5,"0,724460437666501","0,3301594669441",0,1602,"0,974814457555476",5
FR1317,01/12/2018,FR,366,2,0,"0,119500992033535",0,1,388,"0,984887362951143",1
FR1341,10/05/2018,FR,1230,34,1,"0,564705068951862","0,169973218509026",1,1158,"0,942699015148927",4
FR1351,11/24/2018,FR,862,30,2,"0,415369305971624","0,12362680466562",0,817,"0,865259898439958",8
FR1384,10/28/2018,FR,1890,15,8,"0,890863155299864","0,52295416135432",0,2248,"0,849534834323759",2
FR1390,10/08/2018,FR,806,22,1,"0,61469525209401","0,20809584943175",0,807,"0,975116125802318",2
FR1396,10/30/2018,FR,1790,2,0,"0,114601549113861","0,056428870638154",0,1576,"0,862207759227467",2
FR1397,10/02/2018,FR,1921,38,3,"0,583013227671993","0,221299362413827",1,1922,"0,893216159344734",5
FR1406,09/29/2018,FR,2230,11,1,"1,04094993893509",0,0,2055,"0,959772682161977",1
FR1413,10/02/2018,FR,1762,4,0,"1,04923854745137",0,0,1783,"0,800301961539273",1
FR1418,10/26/2018,FR,899,12,2,"0,310085758558984","0,255365313141532",0,942,"0,858324968573688",6
FR1420,11/30/2018,FR,1990,5,2,"1,02794881756499",0,0,1885,"0,811839891317658",1
FR144,11/06/2018,FR,573,5,1,"0,270974278572324","0,42267583635582",1,566,"0,980182087294498",1
FR1446,10/01/2018,FR,2517,33,7,"0,48053714548331","0,112851391422881",0,2342,"0,894194608500901",7
FR1447,10/28/2018,FR,795,13,0,"0,395359177471571","0,336232243459879",0,770,"0,933230604750343",3
FR1452,10/02/2018,FR,1506,20,6,"0,78082458209727","0,311180077692757",0,1595,"0,921780135186104",2
FR1457,10/12/2018,FR,1654,30,6,"0,746086658398952","0,438459245453921",0,1929,"0,946252540661362",2
FR1462,02/02/2019,FR,409,5,1,"0,146228764645359",0,0,387,"0,944661058232362",2
FR1472,11/06/2018,FR,2174,11,0,"0,78170346043818","0,348360247301722",0,2019,"0,831861684525128",2
FR148,10/05/2018,FR,2149,19,3,"0,429253465157601","0,080549260713078",1,2142,"0,902646565504411",3
FR1481,10/21/2018,FR,1363,31,2,"0,555188956422654","0,387007618799906",0,1526,"0,959954069704287",4
FR1486,10/23/2018,FR,626,31,17,"0,377168510186621","0,080417339992466",1,714,"0,89169169541857",5
FR1488,10/12/2018,FR,679,4,1,"0,66539700982039","0,184217567708917",0,706,"0,82975309786442",1
FR1498,11/25/2018,FR,1237,10,1,"0,810753840893781","0,214893851203672",0,1185,"0,854676818439384",2
FR1509,10/27/2018,FR,1626,25,3,"0,537567260992357","0,229176044077855",0,1481,"0,883842080025666",4
FR1526,10/18/2018,FR,1687,28,6,"0,791095718512712","0,3839889275568",0,1642,"0,936424667936374",2
FR1528,10/23/2018,FR,915,21,5,"0,547516119195555","0,243177656699016",0,981,"0,907603943114016",4
FR1529,05/24/2018,FR,2301,11,0,"0,894798233743675","0,059403080651971",0,2082,"0,923505736918466",1
FR1536,10/18/2018,FR,944,13,4,"0,651573436664274","0,158092855719161",0,906,"0,880040620197067",2
FR1555,10/05/2018,FR,512,36,3,"0,621668226210335","0,29640989713107",1,559,"0,975821097934238",3
FR156,10/22/2018,FR,1447,18,0,"0,42852051267201","0,348142366617688",0,1470,"0,975731183059029",2
FR1561,10/22/2018,FR,1754,11,0,"0,639672513409539","0,130896138799197",0,1729,"0,936041809045559",2
FR1584,11/13/2018,FR,1311,9,0,"0,588931100384277","0,50265916639113",0,1217,"0,966581122823996",1
FR1596,10/25/2018,FR,459,7,2,"0,640432799137104","0,235321457987668",1,438,"0,915942594514072",1
FR1607,10/27/2018,FR,1585,23,6,"0,372638050948125","0,264827939020205",0,1616,"0,908919802136935",4
FR1626,11/16/2018,FR,1439,11,1,"0,797404218539087","0,172566673625565",0,1358,"0,900173154142323",2
FR1640,10/19/2018,FR,2415,3,4,"0,505706306317785",0,0,2115,"0,822144723622158",1
FR1647,09/29/2018,FR,1573,14,1,"0,909320680632351","0,174690329955996",0,1536,"0,965702057266541",1
FR1650,10/18/2018,FR,1969,30,0,"0,711443052955494","0,36624343340467",0,1918,"0,949793031688598",4
FR1681,01/07/2019,FR,709,31,2,"0,577419825735081","0,161040324347102",1,624,"0,930056801160853",4
FR169,10/27/2018,FR,2109,13,8,"0,935470698498755","0,622470030078922",0,2137,"0,898373449768206",2
FR1708,10/18/2018,FR,2189,14,5,"0,480838969225866","0,499349405991698",0,2183,"0,90127334700012",3
FR1714,10/20/2018,FR,1669,37,8,"0,51208695551675","0,275524499821741",0,1563,"0,896864279313139",7
FR1721,06/01/2018,FR,1979,24,4,"0,647664456801684","0,373810758407336",0,1835,"0,955210692039113",2
FR1749,10/15/2018,FR,2109,5,0,"0,529915611474163","0,102075721093096",0,1904,"0,915371721190445",1
FR1753,03/21/2019,FR,597,0,0,0,0,0,595,"0,974864423383827",2
FR1780,10/18/2018,FR,620,5,1,"0,271223849098214","0,441207633763598",1,547,"0,982461762077957",1
FR1800,05/23/2018,FR,1948,24,5,"0,484807674652304","0,1056532634058",0,2132,"0,946921857051862",3
FR1825,12/02/2018,FR,590,14,3,"0,537714457388873","0,360068761411499",1,633,"0,947380847470886",1
FR1831,10/14/2018,FR,2303,35,6,"0,57257373143071","0,110564137972154",0,2148,"0,851767913875412",9
FR1841,12/05/2018,FR,2579,5,1,"0,962777390037538","0,833235931718764",0,2561,"0,817836431300394",1
FR1848,10/12/2018,FR,2262,18,0,"0,853393497299115","0,145888573350479",0,2363,"0,875929228251865",2
FR185,11/07/2018,FR,686,16,1,"0,608364289748909","0,264368270496449",1,617,"0,911094918382081",2
FR1861,11/03/2018,FR,1873,16,1,"0,878836913447667","0,678040215150465",0,1952,"0,910720342134273",2
FR1870,11/03/2018,FR,1540,2,0,"0,115441698700943","0,051427740955896",0,1560,"0,880262711433712",2
FR1871,02/05/2019,FR,114,5,1,"0,118808958008014",0,0,109,"0,909054923656177",5
FR1898,10/26/2018,FR,1590,11,2,"0,689735072927543","0,130588759852977",0,1540,"0,877786752714769",2
FR1903,10/27/2018,FR,1839,4,12,"0,457388750871455","0,223008213335126",0,1636,"0,707435458074977",4
FR1910,09/26/2018,FR,797,20,1,"0,63268536807171","0,177393777934418",0,833,"0,986608119721177",2
FR1917,10/19/2018,FR,1941,3,1,"1,00940811021789","0,386300547119866",0,2132,"0,773334734432382",1
FR193,11/10/2018,FR,1816,16,1,"0,864265065146771","0,717154509636295",0,2130,"0,928617335904064",2
FR1932,10/18/2018,FR,1529,12,1,"0,589031603366044","0,179798009614207",0,1511,"0,978861696109811",1
FR1935,11/07/2018,FR,1880,8,7,"0,344222469456027","0,229352413915159",0,2059,"0,963394947739142",2
FR1940,10/13/2018,FR,1677,6,1,"0,366019548043424","0,112261476614662",0,1674,"0,90385303239391",2
FR1942,10/07/2018,FR,1510,21,9,"0,595877042259698","0,170651961438411",0,1468,"0,907510444178145",3
FR1955,10/31/2018,FR,1682,10,2,"0,640863947328632","0,102865819980904",1,1787,"0,874163904042184",2
FR1961,11/07/2018,FR,676,58,7,"0,597617080660623","0,283587303873576",0,712,"0,928090174785669",7
FR2009,10/18/2018,FR,1678,13,3,"0,710944609328886","0,166094415634303",0,1718,"0,912135655833234",2
FR201,10/18/2018,FR,1724,5,1,"0,19862750877453","0,041625835888655",0,1420,"0,956684261447067",1
FR2012,10/11/2018,FR,1426,4,1,"0,586714154482064","0,313663423712083",0,1513,"0,884788211439017",1
FR202,11/27/2018,FR,746,32,2,"0,419608913703932","0,143980871691878",0,814,"0,90048814584775",8
FR2022,10/17/2018,FR,2667,35,7,"0,665889360532848","0,302936103549815",0,2834,"0,899484310893453",5
FR2030,10/30/2018,FR,767,37,3,"0,572994376802061","0,242603986193906",0,759,"0,920834023207071",7
FR2035,09/03/2018,FR,1897,15,3,"0,404289296023793","0,128692823066001",0,2165,"0,965157401485852",2
FR205,11/06/2018,FR,2025,10,1,"0,362529998114596","0,128385316720434",0,1871,"0,893292777077266",3
FR2054,10/11/2018,FR,850,35,7,"0,471855310456188","0,289267830015962",1,716,"0,926425680601776",2
FR2059,10/05/2018,FR,171,90,5,"0,49743171473958","0,095249683678392",1,154,"1,01992175736004",5
FR2067,10/09/2018,FR,976,7,6,"0,337728958636741","0,553477712368363",0,855,"0,942818372113644",1
FR2074,09/24/2018,FR,1964,30,3,"0,663093626824166","0,209291743111244",0,1940,"0,962370989746594",3
FR2103,11/24/2018,FR,2519,5,1,"0,992089515285774","0,65034767442819",0,2178,"0,813382981006143",1
FR2119,06/02/2018,FR,1357,47,1,"0,447643736378465","0,328723262014703",1,1369,"0,969816665121716",7
FR2127,09/21/2018,FR,1084,17,2,"0,72785184899027","0,353720018799272",1,1213,"0,983997230324878",1
FR2131,10/29/2018,FR,1919,11,1,"0,574021136148173","0,122423244259156",0,1919,"0,99222344185389",1
FR2134,10/13/2018,FR,1505,14,0,"0,414489777324552","0,270132656240172",0,1450,"0,941089831130613",4
FR2135,11/03/2018,FR,489,21,1,"0,477831011263094","0,131087798266041",0,485,"0,93768550891798",1
